STUDY_ID,Short_Citation,First Author Last,Pub_Year,Country,Continent,OVERALL_Analysis,GERMINATION_Analysis,SURVIVAL_Analysis,GROWTH_Analysis,COVER_Analysis,LnRR_GERM,ESTVAR3_GERM,LnRR_SURVIVAL,ESTVAR3_SURVIVAL,LnRR_GROWTH,ESTVAR3_GROWTH,LnRR_COVER,ESTVAR3_COVER,LnRR_AVG,ESTVAR3_AVG,ESTVAR1,Soil reps (n),Control reps (n),Experimental location,BIOCRUST_TYPE,ECOSYSTEM_OF_ORIGIN,PLANT_FUNCTIONAL_GROUP,PLANT_NATIVENESS,PLANT_DURATION,PLANT_ROOT_MORPHOLOGY,SOIL_REFERENCE_STATE,STUDY_LOCATION,Plant_Species,Plant_Common_Name,Plant_Family,Plant_Lifeform,Lat_Y,Long_X,Aridity_Index,BIOCLIM_MAT,BIOCLIM_MAP
2704,McIlvanie et al. (1942),McIlvanie,1942,USA,North America,Yes,No,Yes,Yes,No,NA,NA,-12.206077649999999,3.6088214519999999,1.407365236,0.115454982,NA,NA,-5.3993562050000001,1.862138217,2,1,1,"Page Ranch, Tucson, AZ",Moss,Arid,C4 Grass,Non-Native,Perennial,Fibrous,Biocrust disturbance,Greenhouse,Eragrostis lehmanniana,Lehmann lovegrass,Poaceae,Grass,32.51,-111.2,0.14699999999999999,20.5,340
2704,McIlvanie et al. (1942),McIlvanie,1942,USA,North America,Yes,No,Yes,Yes,No,NA,NA,-9.9035375509999994,3.6497439969999999,0.42824985100000001,8.4438867000000001E-2,NA,NA,-4.7376438500000004,1.8670914320000001,2,1,1,"Page Ranch, Tucson, AZ",Moss,Arid,C4 Grass,Non-Native,Perennial,Fibrous,Biocrust disturbance,Greenhouse,Panicum antidotale,blue panicum,Poaceae,Grass,32.51,-111.2,0.14699999999999999,20.5,340
2705,Gutterman (2003),Gutterman,2003,Israel,Asia,Yes,Yes,No,No,No,0.19105477900000001,1.5334400999999999E-2,NA,NA,NA,NA,NA,NA,0.19105477900000001,1.5334400999999999E-2,0.5,4,4,"Sede Zin, near Sede Boker",Cyanobacteria,Hyper Arid,C3 Grass,Native,Annual,Fibrous,Bare soil,Greenhouse,Schismus arabicus,Arabian schismus,Poaceae,Grass,30.52,34.47,4.1000000000000002E-2,19,100
2706,Eldridge & Simpson (2002),Eldridge,2002,Australia,Australia,Yes,Yes,No,No,No,9.6804064990000001,2.500590549,NA,NA,NA,NA,NA,NA,9.6804064990000001,2.500590549,0.4,5,5,Yathong Nature Reserve,Mixed,Semi-Arid,C4 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Aristida jerichoensis,NA,Poaceae,Grass,-32.583333000000003,145.58333300000001,0.245,17.600000000000001,388
2706,Eldridge & Simpson (2002),Eldridge,2002,Australia,Australia,Yes,Yes,No,No,No,-1.1507949900000001,0.42089272500000002,NA,NA,NA,NA,NA,NA,-1.1507949900000001,0.42089272500000002,0.4,5,5,Yathong Nature Reserve,Mixed,Semi-Arid,Non N-fixing Forb,Non-Native,Annual,Tap,Bare soil,Greenhouse,Brassica tournefortii,Asian mustard,Brassicaceae,Forb,-32.583333000000003,145.58333300000001,0.245,17.600000000000001,388
2706,Eldridge & Simpson (2002),Eldridge,2002,Australia,Australia,Yes,Yes,No,No,No,1.891831754,3.1374674109999998,NA,NA,NA,NA,NA,NA,1.891831754,3.1374674109999998,0.4,5,5,Yathong Nature Reserve,Mixed,Semi-Arid,C3 Grass,Native,Perennial,Fibrous,Bare soil,Greenhouse,Rytidosperma caespitosum,NA,Poaceae,Grass,-32.583333000000003,145.58333300000001,0.245,17.600000000000001,388
2706,Eldridge & Simpson (2002),Eldridge,2002,Australia,Australia,Yes,Yes,No,No,No,-12.81584093,1.187386805,NA,NA,NA,NA,NA,NA,-12.81584093,1.187386805,0.4,5,5,Yathong Nature Reserve,Mixed,Semi-Arid,Non N-fixing Forb,Non-Native,Perennial,Tap,Bare soil,Greenhouse,Marrubium vulgare,horehound,Lamiaceae,Forb,-32.583333000000003,145.58333300000001,0.245,17.600000000000001,388
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.97516044300000004,1.1938658E-2,-0.97516044300000004,1.1938658E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Field,Artemisia tridentata,Big sagebrush,Asteraceae,Shrub,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.66439128199999997,1.547728E-2,0.66439128199999997,1.547728E-2,0.2,10,10,Northern Nevada,Mixed,NA,C3 Grass,Native,Perennial,Fibrous,Bare soil,Field,Poa secunda,Sandberg bluegrass,Poaceae,Grass,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,1.215067084,1.5174117000000001E-2,1.215067084,1.5174117000000001E-2,0.2,10,10,Northern Nevada,Mixed,NA,C3 Grass,Native,Perennial,Fibrous,Bare soil,Field,Elymus elymoides,squirreltail,Poaceae,Grass,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.26538604799999999,8.7170700000000004E-3,-0.26538604799999999,8.7170700000000004E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Bare soil,Field,Phlox austromontana,desert phlox,Polemoniaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.31440848999999998,9.6310920000000008E-3,-0.31440848999999998,9.6310920000000008E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,NA,Perennial,Fibrous,Bare soil,Field,Allium spp.,wild onion,Liliaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.96548191299999997,1.0945399999999999E-2,-0.96548191299999997,1.0945399999999999E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Bare soil,Field,Crepis acuminata,Hawksbeard,Asteraceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.221775315,1.1153577E-2,-0.221775315,1.1153577E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Bare soil,Field,Lomatium spp.,Biscuitroot,Apiaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.660346078,4.8714919999999998E-3,0.660346078,4.8714919999999998E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Annual,Tap,Bare soil,Field,Collinsia parviflora,little flowered collinsia,Scrophulariaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.45348789299999998,5.9517809999999997E-3,-0.45348789299999998,5.9517809999999997E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Annual,Tap,Bare soil,Field,Microsteris Gracilis,Microsteris,Polemoniaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,3.4287114E-2,1.4338310999999999E-2,3.4287114E-2,1.4338310999999999E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Field,Artemisia tridentata,Big sagebrush,Asteraceae,Shrub,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.1225615090000001,1.1000025E-2,-1.1225615090000001,1.1000025E-2,0.2,10,10,Northern Nevada,Mixed,NA,C3 Grass,Native,Perennial,Fibrous,Biocrust disturbance,Field,Poa secunda,Sandberg bluegrass,Poaceae,Grass,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-0.72106942399999996,1.0105950000000001E-2,-0.72106942399999996,1.0105950000000001E-2,0.2,10,10,Northern Nevada,Mixed,NA,C3 Grass,Native,Perennial,Fibrous,Biocrust disturbance,Field,Elymus elymoides,squirreltail,Poaceae,Grass,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,-1.3082684200000001,7.3083949999999996E-3,-1.3082684200000001,7.3083949999999996E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Phlox austromontana,desert phlox,Polemoniaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.88832409899999998,1.2422323000000001E-2,0.88832409899999998,1.2422323000000001E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,NA,Perennial,Fibrous,Biocrust disturbance,Field,Allium spp.,wild onion,Liliaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.352802318,1.4023465000000001E-2,0.352802318,1.4023465000000001E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Crepis acuminata,Hawksbeard,Asteraceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.47407298399999998,1.2865625E-2,0.47407298399999998,1.2865625E-2,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Perennial,Tap,Biocrust disturbance,Field,Lomatium spp.,Biscuitroot,Apiaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.32252713100000002,4.5228890000000004E-3,0.32252713100000002,4.5228890000000004E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Collinsia parviflora,little flowered collinsia,Scrophulariaceae,Forb,NA,NA,NA,NA,165
2707,Eckert et al. (1986),Eckert,1986,USA,North America,Yes,No,No,No,Yes,NA,NA,NA,NA,NA,NA,0.55410028899999997,7.2965629999999998E-3,0.55410028899999997,7.2965629999999998E-3,0.2,10,10,Northern Nevada,Mixed,NA,Non N-fixing Forb,Native,Annual,Tap,Biocrust disturbance,Field,Microsteris Gracilis,Microsteris,Polemoniaceae,Forb,NA,NA,NA,NA,165
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-1.514794722,9.1883950000000002E-3,NA,NA,NA,NA,NA,NA,-1.514794722,9.1883950000000002E-3,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,C3 Grass,Non-Native,NA,Fibrous,Bare soil,Greenhouse,Stipa caucasica ssp. glareosa,NA,Poaceae,Grass,37.549999999999997,105.033333,0.185,9.4,193
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-1.468031034,1.0931346E-2,NA,NA,NA,NA,NA,NA,-1.468031034,1.0931346E-2,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,C4 Grass,Native,Annual,Fibrous,Bare soil,Greenhouse,Eragrostis minor,little lovegrass,Poaceae,Grass,37.549999999999997,105.033333,0.185,9.4,193
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-1.8869244030000001,1.0974065E-2,NA,NA,NA,NA,NA,NA,-1.8869244030000001,1.0974065E-2,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Greenhouse,Artemisia capillaris,NA,Asteraceae,Forb,37.549999999999997,105.033333,0.185,9.4,193
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-0.63505282799999996,1.0557268999999999E-2,NA,NA,NA,NA,NA,NA,-0.63505282799999996,1.0557268999999999E-2,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,C3 Grass,Non-Native,NA,Fibrous,Biocrust disturbance,Greenhouse,Stipa caucasica ssp. glareosa,NA,Poaceae,Grass,37.549999999999997,105.033333,0.185,9.4,193
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-0.70700154400000004,1.2321950999999999E-2,NA,NA,NA,NA,NA,NA,-0.70700154400000004,1.2321950999999999E-2,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,C4 Grass,Native,Annual,Fibrous,Biocrust disturbance,Greenhouse,Eragrostis minor,little lovegrass,Poaceae,Grass,37.549999999999997,105.033333,0.185,9.4,193
2708,Song et al. (2017),Song,2017,China,Asia,Yes,Yes,No,No,No,-0.20938544000000001,1.4332207E-2,NA,NA,NA,NA,NA,NA,-0.20938544000000001,1.4332207E-2,0.4,5,5,"Shapotou Desert Research and Experimental Station, Tengger Desert, China",Cyanobacteria,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Greenhouse,Artemisia capillaris,NA,Asteraceae,Forb,37.549999999999997,105.033333,0.185,9.4,193
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-0.213228951,7.9298509999999999E-3,NA,NA,NA,NA,NA,NA,-0.213228951,7.9298509999999999E-3,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Greenhouse,Pinus tabuliformis,southern Chinese pine,Pinaceae,Tree,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-0.22044866299999999,7.9188950000000004E-3,NA,NA,NA,NA,NA,NA,-0.22044866299999999,7.9188950000000004E-3,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Greenhouse,Pinus tabuliformis,southern Chinese pine,Pinaceae,Tree,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-0.10788877400000001,7.8984520000000003E-3,NA,NA,NA,NA,NA,NA,-0.10788877400000001,7.8984520000000003E-3,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Greenhouse,Caragana korshinskii,peashrub,Fabaceae,Shrub,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-7.3203273999999999E-2,7.9524810000000008E-3,NA,NA,NA,NA,NA,NA,-7.3203273999999999E-2,7.9524810000000008E-3,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Greenhouse,Caragana korshinskii,peashrub,Fabaceae,Shrub,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-1.473283466,2.1436383E-2,NA,NA,NA,NA,NA,NA,-1.473283466,2.1436383E-2,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Greenhouse,Hippophae rhamnoides,seaberry,Elaeagnaceae,Shrub,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-1.8787440369999999,2.0290781000000001E-2,NA,NA,NA,NA,NA,NA,-1.8787440369999999,2.0290781000000001E-2,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Greenhouse,Hippophae rhamnoides,seaberry,Elaeagnaceae,Shrub,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-0.85065221599999996,1.0409233E-2,NA,NA,NA,NA,NA,NA,-0.85065221599999996,1.0409233E-2,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Biocrust disturbance,Greenhouse,Pyrus betulaefolia,NA,Rosaceae,Tree,36.984999999999999,108.1,0.46500000000000002,7.5,414
2709,Wang et al. (2011),Wang,2011,China,Asia,Yes,Yes,No,No,No,-0.48460131499999998,1.1092128E-2,NA,NA,NA,NA,NA,NA,-0.48460131499999998,1.1092128E-2,0.5,4,4,"Wuqi County, Shanxi Province",Mixed,Semi-Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Bare soil,Greenhouse,Pyrus betulaefolia,NA,Rosaceae,Tree,36.984999999999999,108.1,0.46500000000000002,7.5,414
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.0806494149999999,2.6390543999999998E-2,NA,NA,NA,NA,NA,NA,1.0806494149999999,2.6390543999999998E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.0806494149999999,2.2395345000000001E-2,NA,NA,NA,NA,NA,NA,1.0806494149999999,2.2395345000000001E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.2000783559999999,2.0530197E-2,NA,NA,NA,NA,NA,NA,1.2000783559999999,2.0530197E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.998270239,2.7129647999999999E-2,NA,NA,NA,NA,NA,NA,0.998270239,2.7129647999999999E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.89271113499999999,2.6480012000000001E-2,NA,NA,NA,NA,NA,NA,0.89271113499999999,2.6480012000000001E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.4091970410000001,1.9283261999999999E-2,NA,NA,NA,NA,NA,NA,1.4091970410000001,1.9283261999999999E-2,0.25,8,8,Sha Potou Field station,Cyanobacteria,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.359094993,2.0366914E-2,NA,NA,NA,NA,NA,NA,1.359094993,2.0366914E-2,0.25,8,8,Sha Potou Field station,Cyanobacteria,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.2822844170000001,2.2364836999999999E-2,NA,NA,NA,NA,NA,NA,1.2822844170000001,2.2364836999999999E-2,0.25,8,8,Sha Potou Field station,Cyanobacteria,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.376486715,2.2298351000000001E-2,NA,NA,NA,NA,NA,NA,1.376486715,2.2298351000000001E-2,0.25,8,8,Sha Potou Field station,Cyanobacteria,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.3168622839999999,2.3277322999999999E-2,NA,NA,NA,NA,NA,NA,1.3168622839999999,2.3277322999999999E-2,0.25,8,8,Sha Potou Field station,Cyanobacteria,Arid,Non N-fixing Forb,Native,Annual,Tap,Filter paper,Greenhouse,Bassia dasyphylla,NA,Amaranthaceae,Forb,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.84600831600000004,9.6113919999999999E-3,NA,NA,NA,NA,NA,NA,0.84600831600000004,9.6113919999999999E-3,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,1.0129630700000001,8.4604399999999996E-3,NA,NA,NA,NA,NA,NA,1.0129630700000001,8.4604399999999996E-3,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.84213484900000002,1.5629528E-2,NA,NA,NA,NA,NA,NA,0.84213484900000002,1.5629528E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.83042360500000001,1.42845E-2,NA,NA,NA,NA,NA,NA,0.83042360500000001,1.42845E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.93055788800000006,1.2947162999999999E-2,NA,NA,NA,NA,NA,NA,0.93055788800000006,1.2947162999999999E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.88094099599999998,1.4158228E-2,NA,NA,NA,NA,NA,NA,0.88094099599999998,1.4158228E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.80759633200000003,1.5124633E-2,NA,NA,NA,NA,NA,NA,0.80759633200000003,1.5124633E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.89816157299999999,1.5557832000000001E-2,NA,NA,NA,NA,NA,NA,0.89816157299999999,1.5557832000000001E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.41100435200000002,1.6379747E-2,NA,NA,NA,NA,NA,NA,0.41100435200000002,1.6379747E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,C4 Grass,Native,Annual,Fibrous,Filter paper,Greenhouse,Eragrostis minor,little lovegrass,Poaceae,Grass,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.58469424299999995,1.2480494E-2,NA,NA,NA,NA,NA,NA,0.58469424299999995,1.2480494E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,C4 Grass,Native,Annual,Fibrous,Filter paper,Greenhouse,Eragrostis minor,little lovegrass,Poaceae,Grass,37.533333329999998,105.0333333,0.185,9.4,195
2711,Su et al. (2007),Su,2007,China,Asia,Yes,Yes,No,No,No,0.43229128999999999,1.8383917E-2,NA,NA,NA,NA,NA,NA,0.43229128999999999,1.8383917E-2,0.25,8,8,Sha Potou Field station,Moss,Arid,Non N-fixing Woody Plant,Native,Perennial,Tap,Filter paper,Greenhouse,Artemisia ordosica,Sagebrush,Asteraceae,Shrub,37.533333329999998,105.0333333,0.185,9.4,195
